New header,#,New header,Name,Market CapMCap,"Price
Price",Change,7D Prediction,Volume,Transparent Volume,Circulating Supply,Price,CSV Data,New header
,624,7,"Enecuum
ENQ","$1,553,328$1.55M","$0.011195$0.011195
-3.83%",-3.83%,—,"$24,33424,334 USD
2,173,699 ENQ2.17M ENQ","$12,64852%","Sply:138,754,662",,Buy Data,
,625,11,"PotCoin
POT","$1,534,189$1.53M","$0.006816$0.006816
-6.83%",-6.83%,—,"$348348 USD
51,004 POT51,004 POT",0%,"Sply:225,101,442",,Buy Data,
,626,48,"Internxt
INXT","$1,517,843$1.52M","$2.4112$2.4112
-22.41%",-22.41%,—,"$308,941308,941 USD
128,128 INXT128,128 INXT",0%,"Sply:629,500",,Buy Data,
,627,42,"AI Doctor
AIDOC","$1,514,963$1.51M","$0.003418$0.003418
26.44%",26.44%,—,"$451,660451,660 USD
132,160,933 AIDOC132.16M AIDOC",0%,"Sply:443,295,272",,Buy Data,
,628,4,"Crown
CRW","$1,502,629$1.50M","$0.057825$0.057825
-3.64%",-3.64%,—,"$3,4083,408 USD
58,929 CRW58,929 CRW",0%,"Sply:25,985,905",,Buy Data,
,629,3,"VeriSafe
VSF","$1,500,329$1.50M","$0.00018420$0.00018420
-1.80%",-1.80%,—,"$11 USD
4,777 VSF4,777 VSF",0%,"Sply:8,144,932,640",,Buy Data,
,630,31,"Aventus
AVT","$1,495,300$1.50M","$0.184605$0.184605
18.11%",18.11%,—,"$51,19551,195 USD
277,323 AVT277,323 AVT","$1,5913%","Sply:8,100,000",,Buy Data,
,631,2,"Chrono.tech
TIME","$1,487,744$1.49M","$2.0951$2.0951
0.37%",0.37%,—,"$49,59449,594 USD
23,672 TIME23,672 TIME",$78.00<1%,"Sply:710,113",,Buy Data,
,632,30,"Parachute
PAR","$1,480,997$1.48M","$0.002432$0.002432
17.56%",17.56%,—,"$225,854225,854 USD
92,877,610 PAR92.88M PAR",0%,"Sply:609,028,334",,Buy Data,
,633,34,"EXRNchain
EXRN","$1,475,923$1.48M","$0.00001596$0.00001596
19.71%",19.71%,—,"$36,95936,959 USD
2.32B EXRN2.32B EXRN",0%,"Sply:92,500,000,000",,Buy Data,
,634,3,"Peerplays
PPY","$1,473,471$1.47M","$0.328413$0.328413
-4.17%",-4.17%,—,"$94,70094,700 USD
288,357 PPY288,357 PPY",0%,"Sply:4,486,645",,Buy Data,
,635,1,"Humaniq
HMQ","$1,460,905$1.46M","$0.007762$0.007762
-0.93%",-0.93%,—,"$98,08898,088 USD
12,637,455 HMQ12.64M HMQ",$103.00<1%,"Sply:188,221,025",,Buy Data,
,636,17,"Tierion
TNT","$1,457,991$1.46M","$0.003403$0.003403
5.71%",5.71%,—,"$70,79770,797 USD
20,806,245 TNT20.81M TNT","$45,60864%","Sply:428,481,269",,Buy Data,
,637,12,"Beaxy
BXY","$1,455,510$1.46M","$0.004237$0.004237
2.67%",2.67%,—,"$672672 USD
158,593 BXY158,593 BXY",0%,"Sply:343,548,790",,Buy Data,
,638,13,"VERAsity
VRA","$1,453,297$1.45M","$0.00039962$0.00039962
3.92%",3.92%,—,"$477,158477,158 USD
1.19B VRA1.19B VRA","$1,319<1%","Sply:3,636,740,829",,Buy Data,
,639,4,"Mangocoin
MNG","$1,449,036$1.45M","$0.00018420$0.00018420
-1.80%",-1.80%,—,"$534534 USD
2,897,774 MNG2.90M MNG",0%,"Sply:7,866,477,825",,Buy Data,
,640,,"Pascal Coin
PASC","$1,430,840$1.43M","$0.043285$0.043285
-1.99%",-1.99%,—,"$20,28420,284 USD
468,626 PASC468,626 PASC","$1,0945%","Sply:33,056,450",,Buy Data,
,641,4,"SyncFab
MFG","$1,418,724$1.42M","$0.005697$0.005697
-1.48%",-1.48%,—,"$6,0916,091 USD
1,069,261 MFG1.07M MFG",0%,"Sply:249,040,956",,Buy Data,
,642,21,"Zenzo
ZNZ","$1,418,129$1.42M","$0.069733$0.069733
-10.85%",-10.85%,—,"$1,3941,394 USD
19,992 ZNZ19,992 ZNZ",0%,"Sply:20,336,674",,Buy Data,
,643,33,"SpaceChain
SPC","$1,416,038$1.42M","$0.006657$0.006657
-15.47%",-15.47%,—,"$20,10020,100 USD
3,019,519 SPC3.02M SPC","$20,100100%","Sply:212,722,932",,Buy Data,
,644,18,"Coin Artist
COIN","$1,414,023$1.41M","$0.656583$0.656583
-9.11%",-9.11%,—,"$17,89817,898 USD
27,259 COIN27,259 COIN",0%,"Sply:2,153,607",,Buy Data,
,645,7,"VeriCoin
VRC","$1,413,712$1.41M","$0.042551$0.042551
-3.88%",-3.88%,—,"$153,739153,739 USD
3,613,041 VRC3.61M VRC",0%,"Sply:33,223,845",,Buy Data,
,646,1660,"Blocklancer
LNC","$1,404,520$1.40M",$0.013068$0.013068as of: 11/21/2020,Unknown,—,"Unknown
Unknown",N/A,"Sply:107,480,384",,Buy Data,
,647,,"CHADS VC
CHADS","$1,402,857$1.40M","$0.028563$0.028563
-1.69%",-1.69%,—,"$1,226,1201.23M USD
42,927,119 CHADS42.93M CHADS",0%,"Sply:49,114,795",,Buy Data,
,648,25,"Own
CHX","$1,400,242$1.40M","$0.010602$0.010602
-10.94%",-10.94%,—,"$407,944407,944 USD
38,477,087 CHX38.48M CHX",0%,"Sply:132,070,143",,Buy Data,
,649,55,"FREE Coin
FREE","$1,398,787$1.40M","$0.00000016$0.00000016
43.55%",43.55%,—,"$27,52227,522 USD
172.01B FREE172.01B FREE","$3,50713%","Sply:9,000,000,000,000",,Buy Data,
,650,2,"Tolar
TOL","$1,385,734$1.39M","$0.006221$0.006221
-2.82%",-2.82%,—,"$51,69751,697 USD
8,310,517 TOL8.31M TOL",0%,"Sply:222,761,042",,Buy Data,
,651,12,"FIX Network
FIX","$1,374,816$1.37M","$0.00023210$0.00023210
-6.26%",-6.26%,—,"$18,97618,976 USD
81,757,820 FIX81.76M FIX","$18,975100%","Sply:5,923,452,960",,Buy Data,
,652,110,"Merebel
MERI","$1,374,794$1.37M","$0.148807$0.148807
-44.14%",-44.14%,—,"$522522 USD
3,509 MERI3,509 MERI",0%,"Sply:9,238,764",,Buy Data,
,653,150,"PiplCoin
PIPL","$1,336,291$1.34M","$0.007119$0.007119
167.95%",167.95%,—,"$460460 USD
64,564 PIPL64,564 PIPL",0%,"Sply:187,704,069",,Buy Data,
,654,14,"Primecoin
XPM","$1,329,491$1.33M","$0.052381$0.052381
10.19%",10.19%,—,"$9,6959,695 USD
185,082 XPM185,082 XPM",0%,"Sply:25,381,219",,Buy Data,
,655,35,"Banano
BAN","$1,323,124$1.32M","$0.001171$0.001171
-17.12%",-17.12%,—,"$157,654157,654 USD
134,580,452 BAN134.58M BAN",$280.00<1%,"Sply:1,129,472,049",,Buy Data,
,656,18,"PinkCoin
PINK","$1,320,804$1.32M","$0.002947$0.002947
12.23%",12.23%,—,"$7,3977,397 USD
2,509,731 PINK2.51M PINK",0%,"Sply:448,145,724",,Buy Data,
,657,20,"Pirl
PIRL","$1,318,229$1.32M","$0.015615$0.015615
-10.48%",-10.48%,—,"$5,9775,977 USD
382,755 PIRL382,755 PIRL",0%,"Sply:84,422,400",,Buy Data,
,658,14,"aXpire
AXPR","$1,313,763$1.31M","$0.004610$0.004610
-9.01%",-9.01%,—,"$8,2828,282 USD
1,796,730 AXPR1.80M AXPR",$6.0000<1%,"Sply:285,000,000",,Buy Data,
,659,7,"Nucleus Vision
NCASH","$1,311,599$1.31M","$0.00045205$0.00045205
-5.37%",-5.37%,—,"$48,91148,911 USD
108,198,938 NCASH108.20M NCASH","$23,82549%","Sply:2,901,432,138",,Buy Data,
,660,1,"DAEX
DAX","$1,300,283$1.30M","$0.003666$0.003666
-0.01%",-0.01%,—,"$5,9145,914 USD
1,613,170 DAX1.61M DAX",0%,"Sply:354,666,702",,Buy Data,
,661,3,"Usechain
USE","$1,296,944$1.30M","$0.00029712$0.00029712
-1.95%",-1.95%,—,"$2828 USD
94,877 USE94,877 USE",N/A,"Sply:4,365,000,000",,Buy Data,
,662,20,"Hiveterminal token
HVN","$1,296,181$1.30M","$0.003485$0.003485
16.56%",16.56%,—,"$4,8104,810 USD
1,380,228 HVN1.38M HVN","$3,49073%","Sply:371,968,555",,Buy Data,
,663,21,"Veil
VEIL","$1,296,006$1.30M","$0.013654$0.013654
-10.95%",-10.95%,—,"$255,796255,796 USD
18,734,471 VEIL18.73M VEIL","$20,5398%","Sply:94,919,489",,Buy Data,
,664,12,"Swarm Fund Token
SWM","$1,293,462$1.29M","$0.016445$0.016445
11.99%",11.99%,—,"$32,08932,089 USD
1,951,307 SWM1.95M SWM","$27,65486%","Sply:78,654,618",,Buy Data,
,665,65,"Zero Utility Token
ZUT","$1,282,406$1.28M","$1,323.77$1,324
-25.88%",-25.88%,—,"$389,078389,078 USD
294 ZUT294 ZUT",0%,Sply:969,,Buy Data,
,666,9,"Intelligent Investment Chain
IIC","$1,281,381$1.28M","$0.00010991$0.00010991
9.58%",9.58%,—,"$138,253138,253 USD
1.26B IIC1.26B IIC",0%,"Sply:11,658,642,966",,Buy Data,
,667,39,"MyToken
MT","$1,277,788$1.28M","$0.00067404$0.00067404
-17.29%",-17.29%,—,"$268,066268,066 USD
397,701,012 MT397.70M MT",0%,"Sply:1,895,712,979",,Buy Data,
,668,9,"Teloscoin
TELOS","$1,259,867$1.26M","$0.007643$0.007643
9.17%",9.17%,—,"$13,45313,453 USD
1,760,181 TELOS1.76M TELOS",0%,"Sply:164,844,306",,Buy Data,
,669,19,"NoLimitCoin
NLC2","$1,259,200$1.26M","$0.003003$0.003003
-10.56%",-10.56%,—,"$727727 USD
242,127 NLC2242,127 NLC2",$329.0045%,"Sply:419,380,543",,Buy Data,
,670,13,"Safex Cash
SFX","$1,254,993$1.25M","$0.017499$0.017499
-5.76%",-5.76%,—,"$1,4031,403 USD
80,189 SFX80,189 SFX",0%,"Sply:71,716,457",,Buy Data,
,671,30,"Adshares
ADS","$1,254,074$1.25M","$0.036122$0.036122
-13.95%",-13.95%,—,"$5,8645,864 USD
162,350 ADS162,350 ADS",0%,"Sply:34,717,352",,Buy Data,
,672,1634,"Bitcoin Pro
BTCP","$1,252,613$1.25M",$17.73$17.73as of: 11/21/2020,Unknown,—,"Unknown
Unknown",N/A,"Sply:70,665",,Buy Data,
,673,8,"I/O Coin
IOC","$1,242,375$1.24M","$0.067050$0.067050
11.59%",11.59%,—,"$1,7411,741 USD
25,969 IOC25,969 IOC",0%,"Sply:18,529,008",,Buy Data,
,674,28,"Dark.Build
DARK","$1,240,280$1.24M","$12.40$12.40
-13.74%",-13.74%,—,"$80,12680,126 USD
6,460 DARK6,460 DARK",0%,"Sply:100,000",,Buy Data,
,675,21,"HalalChain
HLC","$1,232,566$1.23M","$0.004027$0.004027
20.49%",20.49%,—,"$90,21990,219 USD
22,401,121 HLC22.40M HLC",$49.00<1%,"Sply:306,041,892",,Buy Data,
,676,40,"Pigeoncoin
PGN","$1,218,031$1.22M","$0.00018454$0.00018454
34.40%",34.40%,—,"$153,307153,307 USD
830,753,224 PGN830.75M PGN",0%,"Sply:6,600,279,865",,Buy Data,
,677,6,"Pivot Token
PVT","$1,216,490$1.22M","$0.00023947$0.00023947
2.13%",2.13%,—,"$668,725668,725 USD
2.79B PVT2.79B PVT",$25.00<1%,"Sply:5,080,000,000",,Buy Data,
,678,12,"Meritcoins
MRC","$1,216,325$1.22M","$0.00018420$0.00018420
-1.80%",-1.80%,—,"$11 USD
3,149 MRC3,149 MRC",0%,"Sply:6,603,141,513",,Buy Data,
,679,79,"ShowHand
HAND","$1,187,996$1.19M","$0.00000523$0.00000523
80.32%",80.32%,—,"$3,8613,861 USD
738,187,380 HAND738.19M HAND",0%,"Sply:226,945,926,981",,Buy Data,
,680,10,"Titan Coin
TTN","$1,174,437$1.17M","$0.001289$0.001289
-1.80%",-1.80%,—,"$181181 USD
140,077 TTN140,077 TTN",0%,"Sply:910,820,090",,Buy Data,
,681,3,"0xcert Protocol
ZXC","$1,154,596$1.15M","$0.002782$0.002782
0.53%",0.53%,—,"$271,033271,033 USD
97,418,017 ZXC97.42M ZXC",0%,"Sply:414,999,999",,Buy Data,
,682,26,"SINOVATE
SIN","$1,153,862$1.15M","$0.001611$0.001611
-15.33%",-15.33%,—,"$252,248252,248 USD
156,598,218 SIN156.60M SIN","$11,2064%","Sply:716,327,165",,Buy Data,
,683,11,"YFMoonBeam
YFMB","$1,146,435$1.15M","$1.2603$1.2603
-3.59%",-3.59%,—,"$1,2611,261 USD
1,001 YFMB1,001 YFMB",0%,"Sply:909,634",,Buy Data,
,684,3,"MainCoin
MNC","$1,137,570$1.14M","$0.003609$0.003609
4.32%",4.32%,—,"$12,78112,781 USD
3,541,577 MNC3.54M MNC",0%,"Sply:315,226,594",,Buy Data,
,685,22,"Quark
QRK","$1,132,819$1.13M","$0.004237$0.004237
-9.65%",-9.65%,—,"$172172 USD
40,692 QRK40,692 QRK",0%,"Sply:267,382,880",,Buy Data,
,686,26,"Neurotoken
NTK","$1,117,786$1.12M","$0.013095$0.013095
-12.54%",-12.54%,—,"$215215 USD
16,389 NTK16,389 NTK",$210.0098%,"Sply:85,358,114",,Buy Data,
,687,8,"Trias
TRY","$1,116,204$1.12M","$0.00048531$0.00048531
-1.33%",-1.33%,—,"$19,85519,855 USD
40,912,674 TRY40.91M TRY",0%,"Sply:2,300,000,000",,Buy Data,
,688,91,"Bloom
BLT","$1,113,729$1.11M","$0.019662$0.019662
-36.82%",-36.82%,—,"$19,36919,369 USD
985,070 BLT985,070 BLT",0%,"Sply:56,642,697",,Buy Data,
,689,95,"X-CASH
XCASH","$1,105,181$1.11M","$0.00001851$0.00001851
-38.64%",-38.64%,—,"$73,19173,191 USD
3.95B XCASH3.95B XCASH",0%,"Sply:59,720,691,761",,Buy Data,
,690,4,"webdollar
WEBD","$1,093,175$1.09M","$0.00007092$0.00007092
0.14%",0.14%,—,"$219219 USD
3,084,743 WEBD3.08M WEBD",0%,"Sply:15,414,319,128",,Buy Data,
,691,6,"BlakeBitcoin
BBTC","$1,087,315$1.09M","$0.052498$0.052498
-1.80%",-1.80%,—,"$492492 USD
9,379 BBTC9,379 BBTC",0%,"Sply:20,711,495",,Buy Data,
,692,1,"ChatCoin
CHAT","$1,081,834$1.08M","$0.001568$0.001568
4.38%",4.38%,—,"$130,186130,186 USD
83,033,612 CHAT83.03M CHAT",0%,"Sply:690,000,529",,Buy Data,
,693,3,"RMPL
RMPL","$1,081,533$1.08M","$0.867110$0.867110
2.43%",2.43%,—,"$25,82825,828 USD
29,786 RMPL29,786 RMPL",0%,"Sply:1,247,283",,Buy Data,
,694,2,"Trittium
TRTT","$1,076,577$1.08M","$0.008330$0.008330
2.07%",2.07%,—,"$4,3704,370 USD
524,639 TRTT524,639 TRTT",0%,"Sply:129,247,752",,Buy Data,
,695,6,"DigitalPrice
DP","$1,061,769$1.06M","$0.027277$0.027277
0.14%",0.14%,—,"$00 USD
10 DP10 DP",0%,"Sply:38,925,848",,Buy Data,
,696,1610,"Hashcoin
HSC","$1,046,237$1.05M",$0.00003309$0.00003309as of: 11/21/2020,Unknown,—,"Unknown
Unknown",N/A,"Sply:31,614,999,962",,Buy Data,
,697,6,"PirateCash
PIRATE","$1,045,320$1.05M","$0.039176$0.039176
-1.07%",-1.07%,—,"$7,4047,404 USD
188,994 PIRATE188,994 PIRATE",0%,"Sply:26,682,670",,Buy Data,
,698,25,"SnowGem
XSG","$1,043,770$1.04M","$0.034446$0.034446
-11.71%",-11.71%,—,"$114,258114,258 USD
3,317,013 XSG3.32M XSG",0%,"Sply:30,301,500",,Buy Data,
,699,11,"Zipper
ZIP","$1,030,833$1.03M","$0.00006363$0.00006363
-4.88%",-4.88%,—,"$2,6432,643 USD
41,537,325 ZIP41.54M ZIP",0%,"Sply:16,199,999,812",,Buy Data,
,700,1,"FansTime
FTI","$1,016,193$1.02M","$0.00016003$0.00016003
1.86%",1.86%,—,"$260,375260,375 USD
1.63B FTI1.63B FTI","$4,1912%","Sply:6,350,000,000",,Buy Data,
